model,training_size,sensitivity,distribution,solver,step_size,hamiltonian_error,reversibility_error,time,ess
NNODEgHMC,0.7,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2522038e-05 7.1765717e-05 5.0548883e-04 3.5968676e-04 5.2266863e-05
 4.0780366e-04 7.7161455e-04 5.4071820e-04 3.3685824e-04 5.0372793e-04
 5.2773126e-04 1.7028276e-04 2.5421087e-04 5.5580912e-04 4.7379022e-04
 6.7931680e-05 3.1760667e-04 5.0198188e-04 2.6500734e-04 1.5596287e-04
 6.2814541e-04]",1.10738465e-13,201.6862814426422,5144.696428049767
Explicit NNODEgHMC,0.7,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2522038e-05 2.3499135e-05 4.1381596e-04 3.9864518e-04 2.3123690e-04
 6.1482948e-04 8.5700018e-04 6.5320387e-04 7.5132697e-04 9.8256953e-04
 7.7945675e-04 5.6423305e-04 7.5141218e-04 4.8375709e-04 1.8094362e-04
 2.7559290e-04 4.1198047e-04 4.3785098e-05 2.1586794e-04 4.3441882e-04
 2.1447471e-04]",1.1464024e-13,339.95647382736206,4892.221474018955
SymplecticNNgHMC,0.7,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2522038e-05 2.7320804e-02 4.9596395e-02 2.7910553e-02 6.2587089e-03
 4.2244093e-03 1.8936193e-02 4.1069534e-02 2.8100595e-02 7.6309219e-04
 2.3541111e-02 4.6923749e-02 2.9138722e-02 7.4290489e-03 3.7842595e-03
 1.5793331e-02 3.7453629e-02 3.6317792e-02 1.0925991e-02 1.3298547e-03
 1.0978313e-02]",0.28307885,567.4099190235138,353.115534744964
GSymplecticNNgHMC,0.7,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2522038e-05 1.9346750e-03 1.3922438e-03 3.6439567e-03 3.4083140e-03
 9.3374978e-04 1.2641988e-02 1.7877582e-02 1.3005206e-02 3.4692106e-03
 2.6106199e-03 4.7334414e-03 7.8153908e-03 1.4271732e-02 1.9699343e-02
 2.4351785e-02 3.3368185e-02 4.5977056e-02 3.9259579e-02 4.1927785e-02
 5.0543722e-02]",2.0042723e+09,217.9901614189148,184.75708908678433
GradSymplecticNNgHMC,0.7,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2522038e-05 1.6737677e-04 1.0384093e-03 5.4445434e-03 1.2651927e-02
 1.7051721e-02 1.8024232e-02 1.7990375e-02 1.7855192e-02 2.2340864e-02
 3.2135826e-02 3.7719328e-02 3.8269818e-02 3.5916150e-02 3.2433562e-02
 2.4145275e-02 1.4285204e-02 5.3183725e-03 5.3066057e-03 6.4636716e-03
 6.4661335e-03]",0.08103903,2655.5084974765778,11.78924456922097
GradGSymplecticNNgHMC,0.7,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2522038e-05 1.7323600e-05 1.6785767e-03 1.1350161e-03 5.0349352e-03
 1.6613640e-02 2.2196174e-02 1.2359557e-02 6.9024861e-03 1.1599968e-02
 9.9556046e-03 1.2153639e-02 1.1992213e-02 2.0037664e-02 4.6146214e-02
 5.7319947e-02 3.4128632e-02 1.7868152e-02 2.3725199e-02 3.6323488e-02
 1.9074112e-01]",2.4989028e+09,180.45154523849487,1393.238571782906
HMC,1.0,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.25296928e-05 6.20437058e-05 2.09804057e-04 7.47084196e-05
 1.52406050e-04 5.13966603e-04 3.21424042e-04 3.68138950e-04
 6.76273834e-04 2.55868159e-04 1.53892513e-04 4.60574578e-04
 5.64332622e-05 1.67937760e-04 2.95553735e-04 1.11312045e-04
 7.87421959e-05 2.51014513e-04 8.60204455e-05 1.31209104e-04
 4.20928031e-04]",1.001125e-12,422.1325297355652,15137.25058285779
NNgHMC,1.0,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2529693e-05 2.0900810e-04 5.3382054e-04 3.8083780e-04 3.4579448e-04
 7.1983517e-04 8.6285127e-04 5.9419987e-04 5.5111328e-04 7.4931100e-04
 6.6689355e-04 4.4202976e-04 6.0203846e-04 6.2607828e-04 3.6494597e-04
 1.5986411e-04 4.9115339e-04 4.3602785e-04 3.8481469e-04 6.2702224e-04
 8.9082989e-04]",1.3556544e-14,316.68157601356506,10245.55924682705
NNODEgHMC,1.0,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2529693e-05 2.2879723e-04 5.8714644e-04 4.2623127e-04 3.4906386e-04
 7.3519483e-04 9.4277482e-04 6.7865249e-04 5.5604166e-04 7.7215029e-04
 7.6741510e-04 4.6694375e-04 5.4913131e-04 6.9340953e-04 5.2566797e-04
 1.5587620e-04 4.3522133e-04 5.5881619e-04 4.4037457e-04 4.9922825e-04
 9.1299397e-04]",1.0383607e-13,218.64025592803955,5955.701126480599
Explicit NNODEgHMC,1.0,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.25296928e-05 1.28978034e-04 4.00272926e-04 3.52983247e-04
 4.07158688e-04 7.77322799e-04 8.70466058e-04 7.68757425e-04
 1.01969205e-03 1.12308550e-03 8.76697944e-04 8.29324475e-04
 9.09760129e-04 4.19958495e-04 2.69035605e-04 4.08035819e-04
 2.57725798e-04 2.66262923e-05 3.35879013e-04 2.90238357e-04
 1.01394464e-04]",1.0203194e-13,343.3192117214203,6087.839724938263
SymplecticNNgHMC,1.0,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2529693e-05 1.9020883e-02 2.1371955e-02 1.1492963e-02 2.0669358e-02
 3.6882136e-02 2.0734712e-02 7.5318269e-03 3.0756895e-03 1.7179116e-03
 1.0660366e-03 1.8532960e-03 1.4328404e-03 1.4709341e-03 1.1064000e-03
 7.4362679e-04 9.5396128e-04 2.2412606e-03 4.3853805e-03 7.0316833e-03
 7.3396107e-03]",0.04588745,966.3970649242401,275.624687705528
GSymplecticNNgHMC,1.0,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.25296928e-05 8.90159747e-04 2.32352084e-03 3.61724896e-03
 1.07447896e-02 4.20059217e-03 1.21251345e-02 5.66160725e-03
 4.03334247e-03 3.28494306e-03 1.12616997e-02 1.80572346e-02
 1.58761423e-02 1.41274175e-02 1.17609296e-02 6.83525112e-03
 9.69536323e-03 1.17493356e-02 1.15337046e-02 1.25976400e-02
 3.98811959e-02]",5.004777,296.06520771980286,475.5420309865727
GradSymplecticNNgHMC,1.0,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2529693e-05 7.1905226e-05 9.3299408e-05 3.4118362e-04 3.3047213e-04
 5.8637711e-04 6.9954724e-04 8.3821913e-04 1.0962294e-03 9.1992540e-04
 7.0714130e-04 8.8384387e-04 8.4370223e-04 7.5096195e-04 9.9255040e-04
 5.8290892e-04 1.3809800e-03 2.1379823e-03 2.5662887e-03 6.0591232e-03
 1.0343781e-02]",0.049359042,3787.6601667404175,23.12133596389189
GradGSymplecticNNgHMC,1.0,autograd,gp_regression,SynchronousLeapfrog,0.05,"[5.2529693e-05 1.8271460e-03 7.6832864e-03 1.8843135e-02 3.0315690e-02
 2.7496785e-02 1.7030388e-02 1.0536877e-02 7.0968899e-03 6.8542878e-03
 8.2280720e-03 1.5644528e-02 2.5211705e-02 2.5628276e-02 1.8616900e-02
 1.2365201e-02 9.3590077e-03 9.1368724e-03 1.4320860e-02 3.4502104e-02
 1.5427479e-01]",1.0953128e+09,189.78116869926453,497.0590448746399
